날짜,,게시글 URL,,,,,댓글,조회수,글 제목,NEW 댓글,,,병원,작업자
2025-07-31,,https://cafe.naver.com/feko/9750929,,,,,7,57,원래 남자들이 회복이 더 빨라요???,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),김채운 매니저
2025-07-31,,https://cafe.naver.com/feko/9750474,,,,,4,253,얼굴지방흡입 실리프팅 히트성형외과 수술 후기예요...!,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-07-30,,https://cafe.naver.com/feko/9748098,,,,,13,245,히트성형외과 내시경이마거상 상담후기,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-07-30,,https://cafe.naver.com/feko/9747224,,,,,18,491,M자 헤어라인 왁싱하고 이마축소 히트성형외과 김정호원장님,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-07-29,,https://cafe.naver.com/feko/9744615,,,,,0,0,,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-07-29,,https://cafe.naver.com/feko/9743167,,,,,4,147,자연유착으로 쌍수받고 왔어요!,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),김채운 매니저
2025-07-28,,https://cafe.naver.com/feko/9740392,,,,,3,101,안면거상 상담후기 히트성형외과 박정열원장님,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-07-28,,https://cafe.naver.com/feko/9740288,,,,,16,397,내시경이마거상 수술 받은지 1달차 많이 자연스러워졌어요ㅠㅠ,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-07-28,,https://cafe.naver.com/feko/9737878,,,,,14,286,남동생 쌍수 전후차이 대박이지 않아요?,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),김채운 매니저
2025-07-27,,https://cafe.naver.com/feko/9736134,,,,,6,337,이중턱 얼굴지방흡입 붓기 없고 회복 엄청 빨라요,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-07-24,,https://cafe.naver.com/feko/9729730,,,,,5,286,히트성형외과 얼굴지방흡입+실리프팅 상담 후기,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-07-24,,https://cafe.naver.com/feko/9728993,,,,,0,0,,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-07-24,,https://cafe.naver.com/feko/9728887,,,,,17,777,내시경 이마거상 수술후기 (2주차),No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-07-23,,https://sungyesa.com/new/b01/1193250,,,,,,,직반라인 코수술 2달차 옆태 잘나온거 같아 ㅎㅎ,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-07-23,,https://cafe.naver.com/feko/9723559,,,,,12,366,무보형물로 코수술 받았는데 코 너무 예쁘게 잘된거 같아요;;,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-07-22,,https://cafe.naver.com/feko/9720249,,,,,3,79,드디어 이번주 쌍수 디데이에요!,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),김채운 매니저
2025-07-22,,https://cafe.naver.com/feko/9720064,,,,,0,204,눈재 받을때 이마거상 같이하길 잘한거 같아요,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-07-22,,https://cafe.naver.com/feko/9719841,,,,,14,230,내시경이마거상 2달차 후기,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-07-21,,https://cafe.naver.com/fox5282/4283983,,,,,5,29,쌍수 발품 다니는게 훨씬 도움되요!,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),김채운 매니저
2025-07-21,,https://cafe.naver.com/feko/9715206,,,,,4,197,구축온 코처럼 짧은 코끝과 낮은 콧대 때문에 수술받은 후기예요,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-07-21,,https://sungyesa.com/new/b01/1192746,,,,,,,짧고 낮은 복코 수술 두달 차,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-07-18,,https://cafe.naver.com/feko/9709235,,,,,10,226,내시경이마거상 수술후기 1달차 공유,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-07-18,,https://sungyesa.com/new/free/5984558,,,,,,,나 이마축소 했어,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-07-18,,https://cafe.naver.com/feko/9708659,,,,,24,514,이마축소 수술후기,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-07-17,,https://cafe.naver.com/feko/9705438,,,,,0,0,,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),"문나래 매니저,문나래 매니저"
2025-07-17,,https://sungyesa.com/new/d04/309769,,,,,,,실리프팅 얼굴지방흡입 했어요..!,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),"문나래 매니저,문나래 매니저"
2025-07-17,,https://cafe.naver.com/feko/9703841,,,,,2,21,비와도 상담 돌아보길 잘했다ㅎㅎㅎ,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),김채운 매니저
2025-07-16,,https://cafe.naver.com/feko/9700040,,,,,16,354,히트성형외과에서 남동생 쌍수 시켜줬어요,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),김채운 매니저
2025-07-16,,https://sungyesa.com/new/d04/309644,,,,,,,내시경이마거상 수술 후기,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-07-15,,https://sungyesa.com/new/b01/1191785,,,,,,,매부리 화살코 수술했는데 코 라인 모양 어때!!,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),"문나래 매니저,문나래 매니저"
2025-07-15,,https://cafe.naver.com/feko/9696248,,,,,16,234,코수술 2달차 직반라인으로 수술받았는데 옆태가 많이 예뻐졌어요 ㅎㅎ,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-07-14,,https://cafe.naver.com/feko/9691935,,,,,5,84,눈재 하길 너무너무 잘했다...,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),김채운 매니저
2025-07-14,,https://sungyesa.com/new/d03/695327,,,,,,,꺾이고 겹주름 져있던거 자연스럽게 눈수술 했어요! ,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-07-14,,https://cafe.naver.com/feko/9690698,,,,,0,0,,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-07-14,,https://cafe.naver.com/feko/9690502,,,,,2,162,복코와 낮은코 때문에 수술받은지 2달차,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-07-11,,https://sungyesa.com/new/d04/309281,,,,,,,얼지흡 실리프팅 받았는데 회복 다 된거 같아,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),"문나래 매니저,문나래 매니저"
2025-07-11,,https://cafe.naver.com/feko/9684551,,,,,18,357,넓었던 이마 축소했어요!!,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-07-10,,https://sungyesa.com/new/d04/309224,,,,,,,이마축소 했오,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),"문나래 매니저,문나래 매니저"
2025-07-10,,https://cafe.naver.com/feko/9681782,,,,,2,53,눈 상담 받아보니까 정확하게 알수있더라구요!,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),김채운 매니저
2025-07-10,,https://cafe.naver.com/fox5282/4262985,,,,,2,159,이마축소 히트성형외과 상담 후기,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-07-10,,https://cafe.naver.com/feko/9680933,,,,,5,268,내시경이마거상 1주일차 후기,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-07-10,,https://cafe.naver.com/feko/9680119,,,,,5,249,히트 얼굴지방흡입 사진후기요~,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-07-09,,https://sungyesa.com/new/d03/694589,,,,,,,눈재수술 하고 엄청 또렷해졌어요,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),"문나래 매니저,문나래 매니저"
2025-07-09,,https://cafe.naver.com/feko/9676249,,,,,3,268,내시경이마거상 수술받은지 2주 됐어요,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-07-09,,https://cafe.naver.com/feko/9676113,,,,,6,283,이마축소 상담 받으러 히트 병원 다녀왔는데 놀랐어요,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-07-09,,https://cafe.naver.com/fox5282/4259356,,,,,0,0,,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-07-08,,https://sungyesa.com/new/b01/1190383,,,,,,,매부리복코 코수술햇어 어때보여,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),"문나래 매니저,문나래 매니저"
2025-07-08,,https://cafe.naver.com/feko/9671869,,,,,2,164,코수술 1달차인데 저 코 어떤지 좀 봐주세요......,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-07-07,,https://sungyesa.com/new/d04/308861,,,,,,,30 후반인데 내시경 이마거상+추미근절제 함!,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),"문나래 매니저,문나래 매니저"
2025-07-07,,https://cafe.naver.com/feko/9667788,,,,,15,174,"신논현역 ㅎㅌ성형외과 이중턱+얼굴지방흡입, 실리프팅 상담 내용 공유합니다",No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-07-07,,https://cafe.naver.com/feko/9666032,,,,,5,214,자연스러운 느낌 원했는데 딱 라인 잘됐어요!,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),김채운 매니저
2025-07-04,,https://cafe.naver.com/feko/9660711,,,,,5,307,"히트성형외과에서 얼굴지방흡입 받은지 2주차 멍, 붓기 다 빠짐",No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),"문나래 매니저,문나래 매니저"
2025-07-04,,https://sungyesa.com/new/b01/1189770,,,,,,,자연스럽게 코수술 했어 ㅎㅎ,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),"문나래 매니저,문나래 매니저"
2025-07-04,,https://cafe.naver.com/feko/9660493,,,,,0,0,,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-07-04,,https://cafe.naver.com/feko/9660103,,,,,4,112,눈재수술 붓기 첫수술보다 없는데요!?,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),김채운 매니저
2025-07-03,,https://sungyesa.com/new/d04/308588,,,,,,,이마축소 전이랑 후 오때 ㅎㅎ,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),"문나래 매니저,문나래 매니저"
2025-07-03,,https://cafe.naver.com/feko/9656586,,,,,8,459,내시경이마거상 2주차 느낀점 상태 등 찐후기 공유,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-07-03,,https://cafe.naver.com/feko/9655979,,,,,7,559,히트에서 이마축소 수술 받은지 한달됐어요!,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-07-02,,https://sungyesa.com/new/b01/1189431,,,,,,,"필러+하이코 제거, 기증늑 코수술",No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),"문나래 매니저,문나래 매니저"
2025-07-02,,https://cafe.naver.com/feko/9651319,,,,,5,267,눈재수술 부분절개+눈매교정으로 수술받은 후기,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-07-02,,https://cafe.naver.com/feko/9649668,,,,,0,0,,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-07-01,,https://cafe.naver.com/feko/9646495,,,,,4,317,저 코 진짜 잘된거같아요,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
