날짜,글 제목,게시글 URL,,,댓글,조회수,,,,병원,,,작업자
2025-09-17,,https://abr.ge/azcya5,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-09-17,,https://cafe.naver.com/beautycool/440369,,,0,0,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-09-17,,https://cafe.naver.com/newsmaker/1071612,,,0,0,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-09-17,,https://cafe.naver.com/feko/9913296,,,0,0,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-09-16,,https://abr.ge/rx8bqh,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-09-16,,https://abr.ge/54hqwq,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-09-16,,https://abr.ge/jo5pksm,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-09-16,,https://abr.ge/tapwbw,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-09-16,지방추출주사 대용량 하고 왔는데 효과 좋길 바래봅니다,https://cafe.naver.com/beautycool/440318,,,2,28,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-09-16,어제 지방추출주사 팔뚝 하고 왔어요,https://cafe.naver.com/newsmaker/1071406,,,2,31,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-09-16,팔뚝 지방추출주사 시술후기 대용량 뽑고와서 기대중이에요🥹,https://cafe.naver.com/feko/9908563,,,6,280,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-09-16,"지팻, 아웃핏 상담 완료!",https://cafe.naver.com/feko/9908142,,,12,113,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,김예지 매니저
2025-09-15,,,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-09-15,,,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-09-15,,,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-09-15,,https://abr.ge/kjka6n,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-09-15,,https://abr.ge/r80v7s,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-09-15,지방추출주사 효과 무엇ㅋㅋㅋ,https://cafe.naver.com/beautycool/440296,,,2,81,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-09-15,지방추출주사 허벅지 후기,https://cafe.naver.com/newsmaker/1071304,,,8,110,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-09-15,360도 허벅지 지방추출주사 후기 (튼살은 어쩔수 없나봐요...),https://cafe.naver.com/feko/9904234,,,18,532,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-09-12,,https://abr.ge/wf4fx4,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-09-12,,https://abr.ge/lj8ptxf,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-09-12,,https://abr.ge/eb4qji,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-09-12,,https://abr.ge/84luet,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-09-12,,https://abr.ge/5rt02b,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-09-12,,https://abr.ge/ptecva,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-09-12,지방추출주사 허구 뼈팔됐어요~,https://cafe.naver.com/newsmaker/1071026,,,6,60,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-09-12,뼈팔 된 지방추출주사 지팻 후기~,https://cafe.naver.com/feko/9897436,,,86,881,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-09-11,지팻 팔 상담받고 왔어요,https://cafe.naver.com/newsmaker/1070926,,,2,45,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-09-11,지힐링스퀘어 지팻 홍승혁 원장님 팔뚝 지방추출주사 상담후기 뼈팔 가능할것 같대요🫶,https://cafe.naver.com/feko/9894538,,,17,292,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-09-11,"지방추출주사 3주차 (통증, 붓기, 멍 상태)",https://cafe.naver.com/feko/9894399,,,10,145,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,김예지 매니저
2025-09-11,,https://abr.ge/t3t077,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-09-11,,https://abr.ge/awh6mt,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-09-11,,https://abr.ge/75gmmk,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-09-11,팔 지방추출주사 하고나서 일자팔 성공!,https://cafe.naver.com/feko/9894328,,,17,195,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-09-11,대용량 지방추출주사 한달 지난 비교샷~?,https://cafe.naver.com/newsmaker/1070887,,,4,94,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-09-10,,https://abr.ge/qxwkl7,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-09-10,,https://abr.ge/jgtkqd,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-09-10,,https://abr.ge/2ih3tq,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-09-10,,https://abr.ge/d9t51u,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-09-10,,https://abr.ge/v7w68f,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-09-10,,https://abr.ge/a7oetj,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-09-10,,https://abr.ge/8308gk,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-09-10,,https://abr.ge/y27m9v,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-09-10,복부 지방추출주사 대용량 한지 한달이 지났어요~,https://cafe.naver.com/feko/9889874,,,15,301,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-09-08,,https://abr.ge/8n23ok,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-09-08,,https://abr.ge/zrxe9c,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-09-08,,https://abr.ge/j5j2uc,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-09-08,"지난주에 팔뚝, 뱃살 뽑고 왔어요",https://cafe.naver.com/newsmaker/1070413,,,1,24,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,김예지 매니저
2025-09-08,지방추출주사 효과 좋은거 같아요,https://cafe.naver.com/feko/9880226,,,2,74,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-09-08,지방추출주사 하니까 옷핏이 너무너무 달라졌어요,https://cafe.naver.com/beautycool/440114,,,2,33,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-09-08,허벅지 지방추출주사 한달 차 변화 어때보이나요,https://cafe.naver.com/newsmaker/1070398,,,5,69,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-09-08,허벅지 360도 지방추출주사 변화 보이는거 같아요,https://cafe.naver.com/feko/9879761,,,28,314,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-09-05,,https://abr.ge/5zimes,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,"김예지 매니저,김예지 매니저"
2025-09-05,,https://abr.ge/f2au68,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,"김예지 매니저,김예지 매니저"
2025-09-05,,https://abr.ge/6slph8,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,"김예지 매니저,김예지 매니저"
2025-09-05,,https://abr.ge/e675b5,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,"김예지 매니저,김예지 매니저"
2025-09-05,,https://abr.ge/jh96tm,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,"김예지 매니저,김예지 매니저"
2025-09-05,,https://abr.ge/b7cyo1,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,"김예지 매니저,김예지 매니저"
2025-09-05,,https://abr.ge/ac0tp9,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,"김예지 매니저,김예지 매니저"
2025-09-05,,https://abr.ge/6afk5s,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,"김예지 매니저,김예지 매니저"
2025-09-05,,https://abr.ge/u36czf,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,"김예지 매니저,김예지 매니저"
2025-09-05,,https://abr.ge/62aiev,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,"김예지 매니저,김예지 매니저"
2025-09-05,,https://abr.ge/uug6uy,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,"김예지 매니저,김예지 매니저"
2025-09-05,,https://abr.ge/ev199i,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,"김예지 매니저,김예지 매니저"
2025-09-05,,https://abr.ge/jkhnay,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,"김예지 매니저,김예지 매니저"
2025-09-05,,https://abr.ge/dhf240,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,"김예지 매니저,김예지 매니저"
2025-09-05,,https://abr.ge/tzk71d,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,"김예지 매니저,김예지 매니저"
2025-09-05,,https://abr.ge/cu9c3g,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-09-05,,https://abr.ge/v2bx65,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-09-04,,https://abr.ge/ex0d9t,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-09-04,,https://abr.ge/w4siv3,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-09-04,,https://abr.ge/3nf6xo,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-09-04,,https://abr.ge/93b0e8,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-09-04,,https://abr.ge/30mtdb,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-09-04,,https://abr.ge/0uox0j,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-09-04,,https://abr.ge/ymjenq,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-09-04,,https://abr.ge/6wq8cd,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-09-04,,https://abr.ge/h01w65,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-09-04,,https://abr.ge/lagnx2,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-09-04,지팻 하고 왔어요(팔뚝+복부),https://cafe.naver.com/feko/9870836,,,8,123,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,김예지 매니저
2025-09-02,,https://abr.ge/gabcxo,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-09-02,,https://abr.ge/xzi0ye,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-09-02,,https://abr.ge/0i3qi7,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-09-02,,https://abr.ge/z851zg,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-09-02,,https://abr.ge/ropxqr,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-09-02,지힐링스퀘어 지팻 허벅지 상담 받았는데 넘 솔직하네요,https://cafe.naver.com/feko/9860324,,,31,435,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-09-02,허벅지 지방추출주사 상담받고 왔어요,https://cafe.naver.com/newsmaker/1069680,,,12,36,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-09-02,허벅지 안쪽 지방추출주사 지힐링스퀘어 당일시술 어제 했어요!,https://cafe.naver.com/feko/9860071,,,70,631,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-09-01,,https://abr.ge/s0yexv,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-09-01,,https://abr.ge/7qyer4,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-09-01,,https://abr.ge/nqxev3,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-09-01,,https://abr.ge/ujvem6,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-09-01,,https://abr.ge/u75tho,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-09-01,,https://abr.ge/439hqj,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,오노 아키코 매니저
2025-08-29,,,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-08-29,,,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-08-29,,,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-08-29,,,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-08-29,,,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-08-29,,https://cafe.naver.com/feko/9850634,,,0,0,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,김예지 매니저
2025-08-28,,,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,"김예지 매니저,김예지 매니저,김예지 매니저"
2025-08-28,,,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-08-28,,,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-08-28,,,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-08-28,,,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-08-28,,,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-08-28,,https://abr.ge/57s6ly,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,김예지 매니저
2025-08-27,지방추출주사 상담 완료! 마음에 드는 곳이 있었어요,https://cafe.naver.com/feko/9840633,,,8,122,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,김예지 매니저
2025-08-27,,,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-08-27,,,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-08-27,,,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-08-27,,,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-08-27,,,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-08-27,,,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-08-27,,,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-08-27,,,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-08-27,,,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-08-27,,,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-08-27,,,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-08-27,허벅지 지방추출 전체적으로 했어요,https://cafe.naver.com/beautycool/439815,,,7,56,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-08-27,허벅지 전체 360도 지방추출주사 했어요,https://cafe.naver.com/newsmaker/1068999,,,2,33,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-08-27,지방추출주사 하고 2주차 당일부터 지금까지 통증 효과,https://cafe.naver.com/feko/9840400,,,12,214,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-08-26,지팻 시술 직후 후기,https://cafe.naver.com/feko/9836798,,,11,159,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,"김예지 매니저,김예지 매니저"
2025-08-26,,https://abr.ge/u0zdif,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,"김예지 매니저,김예지 매니저"
2025-08-25,팔 지방추출주사 한달됐는데 변화 많이 보이기 시작했어요~,https://cafe.naver.com/feko/9832699,,,2,135,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-08-25,지방추출주사 한달 지났어요... !!,https://cafe.naver.com/newsmaker/1068737,,,2,26,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-08-25,,https://cafe.naver.com/beautycool/439739,,,0,0,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-08-25,,https://cafe.naver.com/newsmaker/1068709,,,0,0,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-08-25,,https://cafe.naver.com/feko/9831890,,,0,0,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-08-25,,,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-08-25,,,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-08-25,,,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-08-25,,,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-08-25,,,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-08-25,,,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,정예진 매니저
2025-08-25,지팻 4일차 통증 궁금하면 참고하세요(시술 후기 2탄),https://cafe.naver.com/feko/9830678,,,5,226,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,김예지 매니저
2025-08-25,지난 주에 허벅지 지팻 완료,https://cafe.naver.com/feko/9831285,,,17,262,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,김예지 매니저
2025-08-22,,https://abr.ge/jxzbfe,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,"김예지 매니저,김예지 매니저"
2025-08-22,지팻 생각보다 안 아팠어요(시술후기 1탄),https://cafe.naver.com/feko/9824871,,,14,230,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,김예지 매니저
2025-08-22,지방추출주사 관리 같이 하면 효과 두배인거 같아요,https://cafe.naver.com/beautycool/439678,,,2,23,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-08-22,지방추출주사 한달됐는데 관리 같이 하니까 효과 너무 좋아요,https://cafe.naver.com/newsmaker/1068407,,,4,23,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
